student_id,nom_complet,age,sexe,serie,notes_detaillees,moyenne_generale,matieres_fortes,matieres_faibles,centres_interet,competences,preferences_env,objectif_professionnel,filieres_compatibles,filiere_recommandee,parcours_recommande,score_compatibilite,niveau_confiance,justification
STD_2026_0577,Kanto Razafindrakoto,20,F,A1,Philosophie:13.46; Français:15.27; Malagasy:10.19; Histoire-Géographie:10.73; Anglais:10.91; LV2:16.14; Mathématiques:9.96; SVT / Sciences humaines:4.49; EPS:11.42,12.01,LV2; Français,Mathématiques; SVT / Sciences humaines,Volontariat; Jeux de Stratégie,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Bureau & Télétravail,Responsable Qualité HACCP,IAA; EMII; FIC,IAA,Biotechnologie et Agronomie,45.25,Faible,"Excellente adéquation avec la série A1 et bonnes notes en LV2, Français. Profil aligné avec l'objectif de Responsable Qualité HACCP."
STD_2026_0578,Hery Rakotondrabe,17,F,A2,Philosophie:17.27; Français:16.19; Malagasy:11.67; Histoire-Géographie:11.84; Anglais:15.38; LV2:14.83; Mathématiques:7.67; SVT / Sciences humaines:10.26; EPS:11.25,13.77,Philosophie; Français,SVT / Sciences humaines; Mathématiques,Jeux de Stratégie; Volontariat,Chimie organique; Pharmacologie; Résolution de problèmes,Sur le terrain / Chantier,Assistant de recherche galénique,PIP; EMP; FIC,PIP,Biotechnologie et Agronomie,52.32,Faible,"Excellente adéquation avec la série A2 et bonnes notes en Philosophie, Français. Profil aligné avec l'objectif de Assistant de recherche galénique."
STD_2026_0579,Tojo Rabenjamina,16,M,L,Philosophie:16.18; Français et Littérature:13.95; Anglais:13.81; LV2:11.42; Malagasy:11.05; Histoire-Géographie:11.75; Éducation civique:8.76; Mathématiques:8.5; Arts / options culturelles:13.31; EPS:9.65,12.51,Philosophie; Français et Littérature,Éducation civique; Mathématiques,Jeux de Stratégie; Programmation & Code,CAO Mécanique; Électrotechnique; Résolution de problèmes,Sur le terrain / Chantier,Automaticien,EMII; IGGLIA; ICMP,EMII,Génie Industriel et Génie Civil,49.18,Faible,"Excellente adéquation avec la série L et bonnes notes en Philosophie, Français et Littérature. Profil aligné avec l'objectif de Automaticien."
STD_2026_0580,Toky Andriantsitohaina,20,F,C,"Mathématiques:15.96; Sciences Physiques, Chimiques et Technologie (SPCT):14.77; Français:12.58; Philosophie:10.25; Malagasy:12.04; Histoire-Géographie:11.85; Anglais:12.59; SVT:11.88; EPS:15.86",13.76,Mathématiques; EPS,Histoire-Géographie; Philosophie,Lecture & Écriture; Musique,AutoCAD/Revit; Conduite de chantier BTP; Résolution de problèmes,Espaces de Coworking / Startup,Conducteur de travaux,GCA; TEH; IGGLIA,GCA,Génie Industriel et Génie Civil,81.02,Élevé,"Excellente adéquation avec la série C et bonnes notes en Mathématiques, EPS. Profil aligné avec l'objectif de Conducteur de travaux."
STD_2026_0581,Hasina Andriantsitohaina,16,M,D,"SVT:16.86; Sciences Physiques, Chimiques et Technologie (SPCT):16.5; Mathématiques:11.0; Français:10.29; Philosophie:10.43; Malagasy:11.01; Histoire-Géographie:13.01; Anglais:13.02; EPS:10.11",13.27,"SVT; Sciences Physiques, Chimiques et Technologie (SPCT)",Français; EPS,Nature & Écologie; Robotique,Raffinage et extraction; Génie des procédés; Résolution de problèmes,Laboratoire & R&D,Géologue minier,ICMP; GCA; ESIIA,ICMP,Génie Industriel et Génie Civil,84.85,Élevé,"Excellente adéquation avec la série D et bonnes notes en SVT, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Géologue minier."
STD_2026_0582,Henintsoa Rakotondrabe,20,F,S,Mathématiques:14.07; Sciences Physiques et Chimiques:14.8; SVT / Biologie-Géologie:13.04; Français:7.51; Philosophie:5.8; Malagasy:13.77; Histoire-Géographie:11.55; Anglais:9.23; EPS:11.49,12.22,Sciences Physiques et Chimiques; Mathématiques,Français; Philosophie,Nature & Écologie; Dessin & Design,C/C++ embarqué; Microcontrôleurs IoT; Résolution de problèmes,Bureau & Télétravail,Ingénieur Robotique,ESIIA; EMII; ICMP,ESIIA,Informatique et Télécommunication,80.69,Élevé,"Excellente adéquation avec la série S et bonnes notes en Sciences Physiques et Chimiques, Mathématiques. Profil aligné avec l'objectif de Ingénieur Robotique."
STD_2026_0583,Mialy Andriantsitohaina,16,F,G,Mathématiques de gestion:15.22; Gestion / Comptabilité:15.36; Français:10.47; Anglais:11.57; Économie:10.69; Histoire-Géographie:13.76; Philosophie:10.96; EPS:6.91,12.5,Gestion / Comptabilité; Mathématiques de gestion,Français; EPS,Musique; Dessin & Design,Machine Learning; Algorithmique & Python; Résolution de problèmes,Sur le terrain / Chantier,Data Scientist / IA,IGGLIA; ISAIA; DTJA,IGGLIA,Informatique et Télécommunication,80.49,Élevé,"Excellente adéquation avec la série G et bonnes notes en Gestion / Comptabilité, Mathématiques de gestion. Profil aligné avec l'objectif de Data Scientist / IA."
STD_2026_0584,Soa Rajaonarivelo,20,F,Technique,Mathématiques appliquées:20.0; Physique appliquée / Technologie:15.88; Dessin technique:8.77; Français:14.66; Anglais:9.46; Philosophie:12.49; EPS:15.31,14.55,Mathématiques appliquées; Physique appliquée / Technologie,Anglais; Dessin technique,Musique; Nature & Écologie,Réseaux informatiques; Infographie & 3D; Résolution de problèmes,Espaces de Coworking / Startup,Designer UI/UX,IMTICIA; EMII; AEE,IMTICIA,Informatique et Télécommunication,86.07,Élevé,"Excellente adéquation avec la série Technique et bonnes notes en Mathématiques appliquées, Physique appliquée / Technologie. Profil aligné avec l'objectif de Designer UI/UX."
STD_2026_0585,Nomena Andriantsitohaina,19,F,A,Philosophie:13.09; Français:17.1; Malagasy:9.88; Histoire-Géographie:14.46; Anglais:12.64; LV2:12.31; Mathématiques:9.03; SVT / Sciences humaines:6.24; EPS:12.57,12.63,Français; Histoire-Géographie,Mathématiques; SVT / Sciences humaines,Dessin & Design; Sport d'équipe,PowerBI & Analytics; Python / R Data; Résolution de problèmes,Bureau & Télétravail,Data Analyst,ISAIA; CAA; EMP,ISAIA,Informatique et Télécommunication,59.11,Moyen,"Excellente adéquation avec la série A et bonnes notes en Français, Histoire-Géographie. Profil aligné avec l'objectif de Data Analyst."
STD_2026_0586,Hasina Andriantsitohaina,16,M,A1,Philosophie:13.28; Français:15.36; Malagasy:14.91; Histoire-Géographie:9.92; Anglais:13.56; LV2:12.55; Mathématiques:12.09; SVT / Sciences humaines:8.36; EPS:13.6,12.96,Français; Malagasy,Histoire-Géographie; SVT / Sciences humaines,Volontariat; Robotique,Écotourisme & Biodiversité; Guide & Médiation; Résolution de problèmes,Laboratoire & R&D,Consultant Écotourisme,TEE; IMTICIA; PIP,TEE,Techniques du Tourisme,80.98,Élevé,"Excellente adéquation avec la série A1 et bonnes notes en Français, Malagasy. Profil aligné avec l'objectif de Consultant Écotourisme."
STD_2026_0587,Lova Rasoanaivo,16,M,A2,Philosophie:16.55; Français:13.94; Malagasy:14.88; Histoire-Géographie:11.28; Anglais:13.52; LV2:14.75; Mathématiques:9.54; SVT / Sciences humaines:6.11; EPS:10.99,13.23,Philosophie; Malagasy,Mathématiques; SVT / Sciences humaines,Jeux de Stratégie; Dessin & Design,Management hôtelier; Communication interculturelle; Résolution de problèmes,Bureau & Télétravail,Responsable d'Agence de Voyage,TEH; EMP; IMTICIA,TEH,Techniques du Tourisme,80.46,Élevé,"Excellente adéquation avec la série A2 et bonnes notes en Philosophie, Malagasy. Profil aligné avec l'objectif de Responsable d'Agence de Voyage."
STD_2026_0588,Henintsoa Rakotomalala,20,M,L,Philosophie:11.97; Français et Littérature:16.01; Anglais:13.72; LV2:13.41; Malagasy:8.94; Histoire-Géographie:14.0; Éducation civique:9.55; Mathématiques:5.78; Arts / options culturelles:12.5; EPS:14.49,12.56,Français et Littérature; EPS,Malagasy; Mathématiques,Programmation & Code; Robotique,Analyse Marché; Negociation internationale; Résolution de problèmes,Entreprise industrielle,Directeur des Ventes,CAA; FIC; DTJA,CAA,Techniques des Affaires,71.1,Moyen,"Excellente adéquation avec la série L et bonnes notes en Français et Littérature, EPS. Profil aligné avec l'objectif de Directeur des Ventes."
STD_2026_0589,Lova Randriamampianina,16,F,C,"Mathématiques:14.91; Sciences Physiques, Chimiques et Technologie (SPCT):15.77; Français:12.7; Philosophie:14.55; Malagasy:16.71; Histoire-Géographie:8.05; Anglais:10.37; SVT:15.6; EPS:6.81",13.69,"Malagasy; Sciences Physiques, Chimiques et Technologie (SPCT)",Histoire-Géographie; EPS,Programmation & Code; Volontariat,Conseil d'entreprise; Rédaction juridique; Résolution de problèmes,Bureau & Télétravail,Assistant Juridique,DTJA; ISAIA; PIP,DTJA,Techniques des Affaires,51.72,Faible,"Excellente adéquation avec la série C et bonnes notes en Malagasy, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Assistant Juridique."
STD_2026_0590,Mialy Rakotomalala,19,M,D,"SVT:15.37; Sciences Physiques, Chimiques et Technologie (SPCT):12.03; Mathématiques:10.1; Français:14.11; Philosophie:11.41; Malagasy:9.08; Histoire-Géographie:6.93; Anglais:11.16; EPS:13.22",12.03,SVT; Français,Malagasy; Histoire-Géographie,Dessin & Design; Nature & Écologie,Étude d'impact économique; Gestion des risques; Résolution de problèmes,Bureau & Télétravail,Scrum Master,EMP; FIC; AEE,EMP,Techniques des Affaires,76.33,Élevé,"Excellente adéquation avec la série D et bonnes notes en SVT, Français. Profil aligné avec l'objectif de Scrum Master."
STD_2026_0591,Hasina Randriamampianina,20,F,S,Mathématiques:20.0; Sciences Physiques et Chimiques:11.19; SVT / Biologie-Géologie:17.59; Français:10.96; Philosophie:9.68; Malagasy:8.48; Histoire-Géographie:14.46; Anglais:17.1; EPS:11.53,14.53,Mathématiques; SVT / Biologie-Géologie,Philosophie; Malagasy,Dessin & Design; Nature & Écologie,Comptabilité générale & analytique; Audit financier; Résolution de problèmes,Entreprise industrielle,Contrôleur de Gestion,FIC; EMII; TEH,FIC,Techniques des Affaires,85.65,Élevé,"Excellente adéquation avec la série S et bonnes notes en Mathématiques, SVT / Biologie-Géologie. Profil aligné avec l'objectif de Contrôleur de Gestion."
STD_2026_0592,Henintsoa Randriamampianina,19,M,G,Mathématiques de gestion:11.19; Gestion / Comptabilité:13.5; Français:11.28; Anglais:10.9; Économie:13.0; Histoire-Géographie:17.86; Philosophie:11.46; EPS:11.58,12.4,Histoire-Géographie; Gestion / Comptabilité,Mathématiques de gestion; Anglais,Jeux de Stratégie; Musique,Gestion d'exploitation; Zootechnie; Résolution de problèmes,Entreprise industrielle,Agronome,AEE; EMII; ESIIA,AEE,Biotechnologie et Agronomie,50.2,Faible,"Excellente adéquation avec la série G et bonnes notes en Histoire-Géographie, Gestion / Comptabilité. Profil aligné avec l'objectif de Agronome."
STD_2026_0593,Vero Ratsimbazafy,20,F,Technique,Mathématiques appliquées:17.84; Physique appliquée / Technologie:19.73; Dessin technique:6.3; Français:16.57; Anglais:16.61; Philosophie:8.2; EPS:10.7,14.92,Physique appliquée / Technologie; Mathématiques appliquées,Philosophie; Dessin technique,Volontariat; Sport d'équipe,Contrôle qualité HACCP; Biochimie alimentaire; Résolution de problèmes,Entreprise industrielle,Conducteur de ligne de production,IAA; DTJA; ISAIA,IAA,Biotechnologie et Agronomie,89.57,Élevé,"Excellente adéquation avec la série Technique et bonnes notes en Physique appliquée / Technologie, Mathématiques appliquées. Profil aligné avec l'objectif de Conducteur de ligne de production."
STD_2026_0594,Nary Razafindrakoto,20,M,A,Philosophie:17.84; Français:13.99; Malagasy:12.23; Histoire-Géographie:12.57; Anglais:11.73; LV2:14.51; Mathématiques:10.92; SVT / Sciences humaines:10.35; EPS:9.39,13.28,Philosophie; LV2,SVT / Sciences humaines; EPS,Musique; Jeux de Stratégie,Pharmacologie; Analyse en laboratoire; Résolution de problèmes,Sur le terrain / Chantier,Technicien supérieur en pharmacologie,PIP; DTJA; ICMP,PIP,Biotechnologie et Agronomie,47.65,Faible,"Excellente adéquation avec la série A et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Technicien supérieur en pharmacologie."
STD_2026_0595,Soa Rakotomalala,17,M,A1,Philosophie:14.39; Français:14.86; Malagasy:8.65; Histoire-Géographie:8.79; Anglais:13.26; LV2:16.96; Mathématiques:9.49; SVT / Sciences humaines:14.19; EPS:17.19,12.95,EPS; LV2,Histoire-Géographie; Malagasy,Jeux de Stratégie; Volontariat,Automatisme PLC; Maintenance industrielle; Résolution de problèmes,Entreprise industrielle,Responsable Maintenance,EMII; ISAIA; TEE,EMII,Génie Industriel et Génie Civil,51.47,Faible,"Excellente adéquation avec la série A1 et bonnes notes en EPS, LV2. Profil aligné avec l'objectif de Responsable Maintenance."
STD_2026_0596,Mialy Rasoanaivo,20,F,A2,Philosophie:8.28; Français:11.48; Malagasy:13.94; Histoire-Géographie:14.98; Anglais:14.59; LV2:12.68; Mathématiques:9.65; SVT / Sciences humaines:4.68; EPS:13.39,11.84,Histoire-Géographie; Anglais,Philosophie; SVT / Sciences humaines,Nature & Écologie; Musique,Métré et devis; Calcul de structures; Résolution de problèmes,Espaces de Coworking / Startup,Architecte collaborateur,GCA; ESIIA; EMII,GCA,Génie Industriel et Génie Civil,53.04,Faible,"Excellente adéquation avec la série A2 et bonnes notes en Histoire-Géographie, Anglais. Profil aligné avec l'objectif de Architecte collaborateur."
STD_2026_0597,Hasina Rakotomalala,18,M,L,Philosophie:11.97; Français et Littérature:12.87; Anglais:12.47; LV2:17.1; Malagasy:13.0; Histoire-Géographie:15.27; Éducation civique:13.31; Mathématiques:4.46; Arts / options culturelles:12.7; EPS:16.0,13.13,LV2; EPS,Philosophie; Mathématiques,Nature & Écologie; Musique,Raffinage et extraction; Génie des procédés; Résolution de problèmes,Laboratoire & R&D,Responsable d'extraction,ICMP; CAA; ISAIA,ICMP,Génie Industriel et Génie Civil,28.44,Faible,"Excellente adéquation avec la série L et bonnes notes en LV2, EPS. Profil aligné avec l'objectif de Responsable d'extraction."
STD_2026_0598,Lova Randriamampianina,17,M,C,"Mathématiques:17.74; Sciences Physiques, Chimiques et Technologie (SPCT):17.2; Français:8.97; Philosophie:13.55; Malagasy:12.6; Histoire-Géographie:12.18; Anglais:13.3; SVT:14.23; EPS:10.9",14.55,"Mathématiques; Sciences Physiques, Chimiques et Technologie (SPCT)",EPS; Français,Économie & Bourse; Volontariat,C/C++ embarqué; Électronique numérique; Résolution de problèmes,Sur le terrain / Chantier,Ingénieur Systèmes Embarqués,ESIIA; ICMP; EMP,ESIIA,Informatique et Télécommunication,89.23,Élevé,"Excellente adéquation avec la série C et bonnes notes en Mathématiques, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Ingénieur Systèmes Embarqués."
STD_2026_0599,Mirana Rabenjamina,16,F,D,"SVT:19.89; Sciences Physiques, Chimiques et Technologie (SPCT):20.0; Mathématiques:12.73; Français:11.55; Philosophie:17.16; Malagasy:11.16; Histoire-Géographie:10.12; Anglais:14.22; EPS:13.02",15.48,"Sciences Physiques, Chimiques et Technologie (SPCT); SVT",Malagasy; Histoire-Géographie,Jeux de Stratégie; Dessin & Design,Algorithmique & Python; Machine Learning; Résolution de problèmes,Espaces de Coworking / Startup,Architecte SI,IGGLIA; FIC; EMP,IGGLIA,Informatique et Télécommunication,76.82,Élevé,"Excellente adéquation avec la série D et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), SVT. Profil aligné avec l'objectif de Architecte SI."
STD_2026_0600,Rova Razafindrakoto,21,M,S,Mathématiques:12.54; Sciences Physiques et Chimiques:13.57; SVT / Biologie-Géologie:17.17; Français:13.29; Philosophie:17.02; Malagasy:9.28; Histoire-Géographie:9.78; Anglais:11.46; EPS:12.01,13.36,SVT / Biologie-Géologie; Philosophie,Histoire-Géographie; Malagasy,Jeux de Stratégie; Musique,UI/UX Design; Infographie & 3D; Résolution de problèmes,Bureau & Télétravail,Concepteur Multimédia,IMTICIA; AEE; TEE,IMTICIA,Informatique et Télécommunication,82.68,Élevé,"Excellente adéquation avec la série S et bonnes notes en SVT / Biologie-Géologie, Philosophie. Profil aligné avec l'objectif de Concepteur Multimédia."
STD_2026_0601,Andry Rajaonarivelo,20,M,G,Mathématiques de gestion:12.77; Gestion / Comptabilité:13.03; Français:15.24; Anglais:11.71; Économie:19.16; Histoire-Géographie:14.29; Philosophie:13.85; EPS:19.36,14.53,EPS; Économie,Mathématiques de gestion; Anglais,Dessin & Design; Volontariat,Statistiques inférentielles; Python / R Data; Résolution de problèmes,Espaces de Coworking / Startup,Data Scientist,ISAIA; TEE; IGGLIA,ISAIA,Informatique et Télécommunication,81.66,Élevé,"Excellente adéquation avec la série G et bonnes notes en EPS, Économie. Profil aligné avec l'objectif de Data Scientist."
STD_2026_0602,Faly Ratsimbazafy,20,F,Technique,Mathématiques appliquées:15.07; Physique appliquée / Technologie:11.75; Dessin technique:7.6; Français:13.61; Anglais:14.41; Philosophie:3.25; EPS:13.22,11.86,Mathématiques appliquées; Anglais,Dessin technique; Philosophie,Lecture & Écriture; Économie & Bourse,Guide & Médiation; Ingénierie touristique; Résolution de problèmes,Bureau & Télétravail,Guide Patrimoine,TEE; EMII; AEE,TEE,Techniques du Tourisme,60.3,Moyen,"Excellente adéquation avec la série Technique et bonnes notes en Mathématiques appliquées, Anglais. Profil aligné avec l'objectif de Guide Patrimoine."
STD_2026_0603,Faly Andriantsitohaina,16,M,A,Philosophie:13.88; Français:9.32; Malagasy:14.52; Histoire-Géographie:13.35; Anglais:11.47; LV2:14.82; Mathématiques:7.78; SVT / Sciences humaines:9.15; EPS:13.61,12.25,LV2; Malagasy,SVT / Sciences humaines; Mathématiques,Volontariat; Robotique,Gestion événementielle; Management hôtelier; Résolution de problèmes,Laboratoire & R&D,Chef de projet Événementiel,TEH; TEE; AEE,TEH,Techniques du Tourisme,73.64,Moyen,"Excellente adéquation avec la série A et bonnes notes en LV2, Malagasy. Profil aligné avec l'objectif de Chef de projet Événementiel."
